sorriso,olho_esquerdo,olho_direito,angulo_x,angulo_y,angulo_z,boca_visivel_esq,boca_visivel_dir,olho_visivel_esq,olho_visivel_dir,nariz_visivel,humor
0.9,0.78,0.79,10.69,9.74,18.84,0,0,1,1,1,Neutro
0.22,0.21,0.52,6.12,17.0,-8.8,1,0,1,0,0,Cansado
0.7,0.17,0.35,-22.83,-24.59,14.82,0,0,0,1,1,Neutro
0.82,0.89,0.45,-25.93,18.04,11.33,0,1,1,0,1,Triste
0.9,0.25,0.99,17.36,8.69,-15.29,1,1,0,0,0,Feliz
0.66,0.73,0.69,-15.55,29.53,11.47,1,0,1,0,0,Neutro
0.4,0.04,0.92,-16.26,4.25,-12.85,1,0,1,1,0,Feliz
0.67,0.64,0.05,-13.47,5.95,19.5,1,0,1,0,0,Feliz
0.76,0.01,0.91,-8.97,-18.8,-22.12,1,1,1,0,1,Feliz
0.38,0.39,0.49,24.57,-28.05,-22.27,1,1,0,1,0,Cansado
0.21,0.99,0.73,29.12,13.86,18.68,0,1,1,1,0,Neutro
0.66,0.67,0.46,1.58,17.54,-21.88,0,0,0,0,1,Feliz
0.58,0.75,0.33,4.61,6.99,13.99,0,0,0,0,1,Feliz
0.05,0.93,0.78,-20.77,20.71,-13.59,0,0,0,0,1,Triste
0.85,0.09,0.26,23.93,-9.58,-25.0,1,0,0,0,1,Triste
0.94,0.41,0.22,-4.11,-16.92,-23.28,0,1,0,1,0,Cansado
0.78,0.12,0.97,8.53,5.91,-5.12,1,1,1,1,1,Estressado
0.23,0.06,0.58,15.37,-4.92,26.8,1,1,0,0,0,Estressado
0.92,0.04,0.81,-22.79,-11.71,17.52,0,1,0,1,0,Cansado
0.83,0.5,0.29,-13.5,28.91,17.17,1,0,0,1,0,Feliz
0.42,0.03,0.37,28.81,11.79,-22.38,0,1,1,1,1,Feliz
0.04,0.04,0.03,27.02,-26.61,-8.6,0,1,0,1,1,Feliz
0.33,0.72,0.27,18.41,-26.31,-27.88,1,1,1,1,0,Estressado
0.46,0.32,0.82,14.91,17.1,28.09,0,1,1,1,1,Triste
0.0,0.91,0.25,-14.61,-15.03,11.43,1,1,0,1,1,Cansado
0.02,0.36,0.29,-10.74,-25.94,12.97,1,1,0,1,1,Triste
0.93,0.11,0.83,-10.18,29.92,-2.55,1,1,0,1,1,Feliz
0.25,0.01,0.91,-10.99,-19.72,16.6,0,0,0,1,0,Feliz
0.34,0.65,0.09,-0.19,-2.06,-0.21,0,1,0,1,0,Feliz
0.63,0.86,0.47,-17.77,-26.43,16.28,0,0,0,1,1,Cansado
0.94,0.92,0.71,29.15,-29.81,16.14,1,0,0,1,1,Estressado
0.58,0.33,0.79,25.0,-18.87,-17.51,0,0,1,1,0,Feliz
0.74,0.45,0.29,-11.32,-27.12,19.2,0,1,0,0,0,Neutro
0.06,0.11,0.51,2.64,22.32,-10.26,1,1,1,0,1,Neutro
0.94,0.03,0.39,-11.35,11.03,-12.95,0,1,0,0,0,Triste
0.3,0.02,0.49,-21.45,25.91,2.71,1,0,0,0,0,Estressado
0.19,0.98,0.87,10.07,-25.09,16.45,1,0,0,0,0,Estressado
0.98,0.33,0.08,-2.07,-18.21,-26.33,1,1,0,1,1,Cansado
0.88,0.88,0.53,-15.9,24.16,18.85,0,0,1,1,0,Feliz
0.36,0.21,0.78,26.24,-5.76,-13.06,0,0,1,0,0,Triste
0.36,0.61,0.93,-27.55,16.3,-12.12,1,0,1,0,1,Feliz
0.55,0.83,0.67,28.93,-15.97,16.15,1,0,0,1,0,Triste
0.58,0.05,0.89,21.09,-25.99,-26.61,1,1,1,0,1,Feliz
0.12,0.05,0.09,17.54,10.02,-25.78,1,0,1,0,1,Estressado
0.14,0.2,0.21,-24.64,24.48,-3.88,0,0,1,0,1,Neutro
0.48,0.33,0.95,-0.21,0.96,-14.52,1,0,0,0,0,Triste
0.74,0.76,0.98,1.18,7.09,-11.92,1,1,0,1,1,Feliz
0.34,0.4,0.73,14.61,28.05,-27.98,1,0,1,0,1,Triste
0.9,0.58,0.1,-10.68,20.69,3.88,0,1,0,1,0,Triste
0.39,0.8,0.72,4.74,25.12,21.26,0,1,1,0,0,Estressado
0.93,0.34,0.06,-1.04,1.2,8.95,1,0,0,0,0,Estressado
0.42,0.02,0.16,20.38,4.5,-12.15,0,1,0,1,0,Triste
0.9,0.31,0.99,-2.63,20.45,-17.5,0,1,0,0,0,Cansado
0.46,0.05,0.46,-5.44,-29.96,18.75,1,1,1,0,0,Feliz
0.1,0.9,0.61,-19.6,22.33,-16.49,0,1,0,1,1,Neutro
0.17,0.3,0.57,6.13,14.14,-1.64,0,0,0,1,1,Triste
0.46,0.43,0.61,10.5,9.36,-8.7,1,1,0,0,1,Triste
0.97,0.86,0.08,-1.44,-26.36,28.24,1,0,1,1,1,Neutro
0.15,0.27,0.67,27.82,15.92,-4.77,0,0,0,0,1,Estressado
0.71,0.48,0.35,27.96,-17.3,17.85,0,0,1,0,0,Cansado
0.86,0.39,0.01,27.58,-13.67,9.53,1,0,0,0,1,Neutro
0.1,0.15,0.91,11.38,18.97,-24.82,1,1,1,0,1,Estressado
0.3,0.95,0.26,-26.54,-10.04,-10.47,0,0,0,0,0,Estressado
0.25,0.58,0.44,8.08,-15.38,11.92,0,1,1,0,1,Estressado
0.14,0.02,0.14,6.58,-0.54,4.05,1,0,1,0,1,Estressado
0.02,0.75,0.92,-10.53,16.94,1.72,1,0,0,0,1,Cansado
0.9,0.62,0.9,23.35,14.4,7.02,1,0,0,1,1,Triste
0.02,0.66,0.2,-17.39,-17.66,-11.71,1,0,0,1,0,Cansado
0.16,0.59,0.83,23.84,27.67,2.59,1,1,1,1,1,Triste
0.02,0.21,0.72,-19.03,11.1,29.56,0,1,0,0,1,Triste
0.08,0.38,0.55,24.97,-16.02,6.12,1,0,0,1,1,Cansado
0.63,0.24,0.82,26.2,-15.37,20.84,0,1,0,0,1,Cansado
0.06,0.91,0.9,23.73,-0.03,9.48,1,1,1,1,0,Estressado
0.79,0.82,0.54,-1.42,-23.22,14.09,0,0,1,0,0,Feliz
0.73,0.02,0.21,-4.5,19.11,5.14,0,0,1,0,0,Estressado
0.0,0.8,0.02,-9.12,0.56,26.63,0,0,1,1,0,Cansado
0.04,0.02,0.18,-26.78,-28.1,10.27,0,0,0,1,1,Feliz
0.26,0.99,0.89,-21.25,20.69,-18.79,1,1,1,1,0,Triste
0.89,0.16,0.54,-19.51,13.57,-3.7,1,0,0,1,0,Estressado
0.42,0.16,0.92,20.14,-18.88,-14.24,1,0,1,0,1,Feliz
0.03,0.02,0.16,-11.27,25.73,-7.42,0,0,0,1,0,Cansado
0.75,0.97,0.36,5.06,-1.57,22.25,1,1,1,1,1,Estressado
0.84,0.24,0.16,13.71,0.12,27.03,0,0,1,0,0,Neutro
0.32,0.26,0.49,-24.07,-0.18,24.68,0,1,0,0,1,Neutro
0.03,0.14,0.81,28.1,26.51,-22.85,1,1,0,0,0,Neutro
0.81,0.39,0.97,-25.93,15.62,-9.67,1,1,1,1,0,Estressado
0.27,0.97,0.6,-4.55,13.42,-29.01,0,0,0,1,1,Neutro
0.2,0.04,0.4,-26.3,-7.11,-10.11,1,1,1,0,1,Cansado
0.01,0.92,0.43,5.5,17.42,-10.46,0,0,1,1,1,Neutro
0.45,0.74,0.73,1.84,-1.74,14.51,1,1,1,0,0,Feliz
0.36,0.94,0.89,0.1,4.13,29.92,1,0,0,1,1,Neutro
0.76,0.23,0.89,8.55,0.99,9.24,0,1,1,0,1,Triste
0.91,0.26,0.34,-26.02,2.49,12.34,0,0,0,0,1,Triste
0.85,0.54,0.37,18.39,20.35,26.82,1,0,0,0,0,Triste
0.04,0.78,0.23,-24.71,20.09,-17.45,1,0,1,0,0,Neutro
0.35,0.48,0.6,-12.72,-23.59,-1.93,1,0,1,1,0,Estressado
0.52,0.26,0.17,2.88,-29.12,13.83,0,1,0,1,1,Cansado
0.58,0.05,0.5,22.77,19.54,2.71,1,0,1,0,0,Feliz
0.47,0.99,0.75,-15.15,-19.43,-21.18,0,0,1,1,0,Neutro
0.25,0.1,0.38,6.78,-15.51,-18.31,1,1,0,1,0,Neutro
0.03,0.3,0.91,-22.25,10.46,-25.52,1,1,0,1,1,Estressado
0.27,0.7,0.94,20.01,-5.53,-20.07,0,1,1,1,0,Feliz
0.72,1.0,1.0,0.33,7.94,-9.89,0,0,1,0,0,Estressado
0.94,0.67,0.52,-3.45,3.74,-13.08,0,1,0,0,1,Feliz
0.37,0.32,0.81,-11.84,5.69,29.26,1,0,0,1,1,Feliz
0.57,0.13,0.38,-26.6,24.38,-13.78,1,1,0,0,1,Cansado
0.83,0.75,0.3,-12.9,14.07,-0.46,0,0,1,0,1,Neutro
0.51,0.96,0.76,-14.35,12.2,-29.28,0,1,0,0,0,Estressado
0.3,0.75,0.32,7.87,-17.79,28.89,0,0,0,0,1,Triste
0.85,0.32,0.22,9.76,9.12,16.72,0,0,1,1,1,Estressado
0.25,0.04,0.71,-17.4,-6.46,27.8,1,1,1,1,1,Estressado
0.78,0.16,0.85,7.03,-25.02,19.38,0,0,1,0,1,Triste
0.34,0.52,0.3,9.49,20.48,17.01,0,0,0,1,1,Estressado
0.8,0.54,0.88,-24.68,18.86,14.8,0,0,0,0,0,Neutro
0.69,0.99,0.79,26.74,29.04,-1.54,0,0,1,0,0,Cansado
0.88,0.74,0.63,-17.04,-25.7,-20.11,0,1,0,0,0,Cansado
0.37,0.91,0.7,13.92,22.6,-23.25,0,0,0,1,0,Cansado
0.03,0.63,0.92,-5.04,0.87,15.12,1,0,1,0,1,Feliz
0.33,0.76,0.88,-6.99,-4.91,-19.7,0,1,1,1,0,Triste
0.88,0.52,0.17,12.57,16.99,-1.65,1,0,0,1,1,Triste
0.91,0.07,0.92,-9.02,10.83,-21.4,0,0,1,1,0,Triste
0.95,0.83,0.11,-21.64,11.3,-2.89,1,0,1,1,1,Feliz
0.86,0.11,0.58,-17.31,-7.81,-12.51,0,0,0,0,1,Estressado
0.59,0.82,0.22,-1.72,0.68,29.87,0,1,0,0,1,Neutro
0.12,0.45,0.28,19.48,-9.05,-26.83,0,0,0,0,0,Triste
0.85,0.47,0.91,-25.92,-25.49,4.74,0,0,0,1,0,Triste
0.75,0.76,0.38,-2.1,28.93,-13.42,1,1,0,0,0,Estressado
0.86,0.88,0.36,-6.55,24.44,-22.29,1,1,0,0,1,Estressado
0.44,0.42,0.74,-24.83,20.99,15.65,1,1,1,1,1,Neutro
0.84,0.98,0.37,-10.03,7.39,-2.6,0,0,0,1,1,Estressado
0.77,0.05,0.36,19.33,-3.28,26.45,1,1,0,0,1,Feliz
0.78,0.63,0.27,-2.77,14.76,5.86,0,0,1,1,0,Neutro
0.63,0.09,0.18,-8.04,-7.42,-24.23,0,1,1,0,1,Neutro
0.67,0.69,0.7,-16.99,29.03,17.42,1,1,0,1,0,Neutro
0.91,0.32,0.73,5.02,11.6,-26.21,1,0,1,1,1,Triste
0.59,0.77,0.39,17.88,-10.05,2.44,0,0,0,1,1,Cansado
0.81,0.75,0.9,-3.54,-14.74,-16.91,1,0,0,0,0,Feliz
0.23,0.45,0.7,25.37,-9.21,-23.74,1,0,1,0,1,Cansado
0.28,0.52,0.95,12.44,-18.88,24.59,0,1,0,0,1,Neutro
0.02,0.87,0.03,-17.83,-26.88,-15.08,1,1,0,1,0,Neutro
0.32,0.17,0.98,-16.65,-19.46,-29.26,0,1,0,0,0,Neutro
0.54,0.92,0.23,18.45,-5.21,23.65,0,0,0,0,0,Feliz
0.42,0.18,0.5,14.71,-29.41,-23.91,0,0,1,1,0,Neutro
0.88,0.46,0.31,27.59,-22.59,-3.57,1,0,1,1,0,Cansado
0.57,0.14,0.63,8.13,13.5,20.51,0,1,1,1,0,Triste
0.23,0.57,0.56,-15.91,-20.67,-17.88,1,0,1,0,1,Neutro
0.64,0.07,0.09,-7.5,-12.1,11.03,1,1,1,1,1,Feliz
0.59,0.49,0.55,8.1,-4.56,-8.98,0,0,1,0,0,Estressado
0.71,0.54,0.45,15.51,-29.92,-29.74,0,1,1,0,0,Neutro
0.3,0.79,0.88,12.64,-16.47,-12.41,1,0,0,0,0,Cansado
0.33,0.68,0.32,4.41,-10.16,17.4,1,0,0,1,0,Neutro
0.49,0.81,0.64,-17.38,-1.11,19.42,1,1,0,0,1,Triste
0.78,0.57,0.12,28.37,3.68,3.31,1,1,0,0,1,Neutro
0.83,0.09,0.96,25.44,-16.49,-11.01,1,0,1,0,1,Neutro
0.63,0.71,0.73,-28.62,-10.66,-3.4,1,0,0,0,0,Feliz
0.13,0.38,0.9,16.78,-18.68,1.31,0,1,0,0,0,Cansado
0.85,0.06,0.44,-17.69,-20.91,-7.62,1,1,1,1,1,Triste
0.44,0.46,0.99,-17.15,-24.58,21.14,1,1,0,1,0,Feliz
0.32,0.03,0.1,-18.75,5.24,-14.25,0,1,1,1,0,Feliz
0.08,0.15,0.64,19.99,-19.02,-9.73,1,0,0,1,0,Triste
0.37,0.23,0.2,-5.59,-20.98,-5.1,1,1,1,0,1,Cansado
0.25,0.24,0.02,-14.77,22.75,0.42,0,1,1,1,0,Triste
0.11,0.69,0.48,16.74,-1.72,29.53,1,1,1,0,0,Estressado
0.19,0.86,0.24,18.12,1.97,-5.68,1,0,0,1,0,Neutro
0.63,0.2,0.62,18.22,27.26,29.73,0,1,1,0,1,Cansado
0.09,0.04,0.62,22.75,15.86,-16.68,0,1,1,1,1,Triste
0.69,0.23,0.64,-10.65,10.57,-4.05,0,0,1,1,0,Neutro
0.4,0.76,0.19,-4.43,-6.88,-1.75,0,0,0,0,0,Feliz
0.8,0.87,0.18,18.38,9.56,3.04,0,0,1,0,1,Estressado
0.25,0.22,0.0,-7.13,1.38,-18.23,0,1,1,1,0,Cansado
0.61,0.95,0.42,29.37,7.64,19.62,0,0,1,0,0,Triste
0.54,0.26,0.37,9.33,17.8,11.66,0,1,1,0,1,Triste
0.21,0.04,0.45,-5.05,-26.53,8.67,1,0,1,1,0,Estressado
0.58,0.68,0.65,-24.61,-9.72,-13.91,1,0,1,1,0,Estressado
0.32,0.14,0.04,-17.91,-5.51,6.28,0,1,0,1,0,Neutro
0.02,0.26,0.55,2.01,15.81,17.31,0,1,1,1,1,Cansado
0.39,0.53,0.73,-25.48,5.88,-8.12,1,0,0,1,1,Triste
0.19,0.01,0.42,10.22,-4.41,25.6,1,1,1,0,0,Feliz
0.6,0.35,0.73,15.73,-14.12,-29.74,1,0,1,1,1,Cansado
0.17,0.42,0.68,6.4,-4.23,-5.85,0,0,0,0,1,Neutro
0.12,0.79,0.79,15.26,-8.36,-16.72,1,1,1,1,0,Feliz
0.46,0.74,0.64,24.36,11.72,-3.71,1,1,1,1,0,Estressado
0.68,0.08,0.64,-14.95,26.68,-9.41,1,1,0,0,0,Estressado
0.55,0.25,0.65,-18.08,-1.01,-1.35,0,1,1,1,0,Cansado
0.36,0.91,0.31,12.15,20.86,23.39,0,1,1,0,0,Estressado
0.83,0.39,0.96,12.59,10.96,10.0,1,0,0,1,1,Triste
0.98,0.3,0.83,12.55,-3.18,-11.25,1,0,1,1,1,Feliz
0.41,0.69,0.64,-18.64,20.4,21.73,1,1,1,0,0,Cansado
0.14,0.05,0.84,-10.32,12.06,-11.23,1,1,0,0,0,Neutro
0.7,0.84,0.33,10.56,29.43,12.4,0,0,0,0,0,Cansado
0.63,0.83,0.55,7.96,17.6,-11.21,1,1,1,1,1,Estressado
0.28,0.39,0.72,-2.67,27.51,-4.19,1,0,1,0,1,Feliz
0.73,0.28,0.74,-2.42,-29.24,3.9,0,0,1,1,0,Cansado
0.93,0.18,0.29,9.46,-15.35,5.27,0,1,0,1,0,Feliz
0.73,0.65,0.08,6.81,-29.39,13.33,1,0,1,1,1,Neutro
0.37,1.0,0.25,8.14,-7.55,-27.24,0,1,1,1,1,Cansado
0.16,0.08,0.31,-26.36,-12.36,0.96,0,0,0,1,1,Neutro
0.72,0.71,0.39,-22.11,18.44,6.48,0,1,0,1,0,Feliz
0.56,0.67,0.61,-5.79,-20.92,-19.44,0,1,1,1,0,Triste
0.68,0.53,0.22,23.4,-22.75,0.46,1,1,0,1,0,Estressado
0.08,0.86,0.47,20.49,-3.78,-4.77,1,0,0,1,0,Cansado
0.99,0.02,0.33,4.29,-27.19,-25.43,0,1,0,0,0,Estressado
0.12,0.79,0.38,13.31,19.89,29.12,0,0,0,1,1,Feliz
0.41,0.01,0.91,24.54,-27.55,-27.57,0,1,1,0,0,Triste
0.33,0.6,0.81,29.94,-24.95,14.52,1,1,0,0,0,Cansado
0.9,0.49,0.65,-27.63,-15.44,-14.5,0,0,0,0,0,Neutro
0.87,1.0,0.41,6.7,-25.79,29.92,0,1,1,1,0,Estressado
0.99,0.1,0.56,-28.05,-9.92,-8.6,1,1,1,0,0,Triste
0.93,0.92,0.53,0.3,-20.25,-0.54,1,0,1,1,0,Estressado
0.05,0.3,0.27,-13.98,14.27,21.89,1,0,0,1,1,Cansado
0.27,0.61,0.16,-18.62,12.99,-10.09,1,1,0,0,0,Feliz
0.45,0.53,0.38,22.17,-26.71,14.01,0,0,0,0,0,Cansado
0.82,0.52,0.09,3.27,-14.14,-12.49,1,1,1,1,0,Cansado
0.8,0.05,0.08,10.68,19.21,-11.63,1,1,1,1,0,Cansado
0.65,0.74,0.33,-13.58,9.33,-1.62,1,0,0,0,1,Estressado
0.65,0.6,0.12,-28.01,2.94,-10.95,0,0,1,0,0,Cansado
0.64,0.08,0.02,4.74,11.32,-26.89,0,0,1,1,0,Feliz
0.01,0.89,0.65,27.34,-6.25,19.85,0,0,1,0,0,Cansado
0.27,0.25,0.34,-8.79,23.67,-16.13,1,0,1,0,0,Triste
0.99,0.02,0.86,-7.88,-16.12,-26.66,1,1,1,0,1,Estressado
0.42,0.26,0.75,-1.93,20.85,3.51,0,1,1,0,0,Cansado
0.92,0.72,0.96,13.57,-29.84,22.25,1,0,1,1,1,Triste
0.51,0.4,0.46,25.06,-12.29,-13.23,0,0,0,0,0,Cansado
0.14,0.57,0.07,-6.68,-2.79,5.74,1,1,0,0,1,Feliz
0.17,0.26,0.0,25.33,-17.32,9.01,1,1,0,0,0,Neutro
0.48,0.93,0.35,15.38,-29.32,-25.09,0,1,1,0,1,Estressado
0.35,0.31,0.6,-20.2,29.93,2.49,0,1,0,1,0,Feliz
0.98,0.6,0.5,7.26,11.82,-23.41,0,0,1,0,1,Estressado
0.15,0.83,0.15,26.18,-7.39,21.25,1,0,0,1,1,Neutro
0.04,0.95,0.11,29.37,-10.46,-6.67,0,1,0,0,1,Neutro
0.2,0.48,0.45,-12.54,-29.42,-9.42,1,1,0,0,0,Estressado
0.08,0.52,0.6,-26.2,12.2,11.96,1,0,0,0,0,Triste
0.27,0.74,0.09,28.7,-9.76,-28.51,0,1,0,0,1,Feliz
0.15,0.52,0.3,-15.62,20.83,13.67,0,1,0,1,1,Triste
0.53,0.01,0.51,27.49,-11.13,3.1,1,0,0,0,0,Triste
0.68,0.82,0.61,-15.85,-17.28,-22.2,1,0,1,0,1,Cansado
0.48,0.11,0.44,-11.33,-2.86,0.57,0,1,1,0,1,Neutro
0.24,0.58,0.52,24.13,-10.28,15.14,0,0,1,0,0,Triste
0.6,0.85,0.8,21.1,-9.92,-7.3,0,1,1,1,1,Feliz
0.07,0.03,0.25,23.91,-18.53,-23.28,0,1,1,1,1,Estressado
0.29,0.73,0.51,14.45,-12.29,26.88,1,1,0,1,1,Neutro
0.76,0.26,0.23,18.11,-13.11,3.95,1,1,0,0,1,Cansado
0.68,0.68,0.35,-1.35,21.09,-4.89,1,1,0,1,1,Triste
0.93,0.7,0.75,9.14,-9.97,-9.8,1,0,0,1,0,Cansado
0.61,0.62,0.49,6.67,-8.79,-1.24,0,0,1,0,1,Feliz
0.58,0.54,0.94,7.98,-19.03,4.08,1,0,1,1,0,Estressado
0.34,0.25,0.56,18.59,-8.46,-14.18,1,0,0,1,1,Feliz
1.0,0.8,0.4,-15.7,-18.05,-1.79,0,0,1,1,1,Estressado
0.36,0.22,0.94,18.43,-16.61,20.66,1,0,1,0,1,Estressado
0.24,0.83,0.95,21.05,-28.98,-4.54,1,0,0,1,1,Cansado
0.18,0.49,0.93,-24.86,5.22,-18.09,0,1,1,1,0,Cansado
0.4,0.52,0.39,-6.16,-0.93,-13.46,0,1,0,1,1,Feliz
0.35,0.19,0.62,-20.7,24.61,-6.61,1,1,0,0,0,Neutro
0.64,0.01,0.41,22.76,-22.4,-29.19,1,0,1,1,0,Estressado
0.95,0.33,0.13,6.79,19.53,-1.88,1,1,1,0,1,Estressado
0.18,0.36,0.72,-13.33,17.09,-25.98,1,1,1,0,0,Cansado
0.84,0.42,0.51,17.44,23.6,27.13,1,1,0,0,0,Feliz
0.94,0.1,0.69,-3.35,10.25,-24.21,1,1,0,1,0,Neutro
0.92,0.32,0.61,14.62,1.73,-17.5,1,0,0,1,1,Triste
0.39,0.71,0.28,-21.58,-17.83,19.8,1,1,1,1,0,Estressado
0.06,0.22,0.59,7.39,10.86,-29.33,1,0,1,1,1,Estressado
0.63,0.16,0.63,23.46,6.67,2.4,0,0,1,0,1,Neutro
0.62,0.56,0.99,29.17,-20.73,7.02,1,1,0,1,0,Cansado
0.74,0.51,0.02,-12.82,-14.29,-1.15,0,1,1,1,1,Estressado
0.33,0.02,0.59,-14.42,-4.7,-11.98,0,1,1,1,1,Feliz
0.39,0.99,0.35,29.21,-22.65,-10.13,0,0,0,0,1,Triste
0.49,0.92,0.81,-9.17,-6.88,5.21,1,1,1,0,0,Estressado
0.26,0.72,0.63,-15.78,-7.55,8.4,0,0,1,1,0,Neutro
0.28,0.87,0.54,-20.21,21.37,22.79,0,1,0,0,0,Triste
0.02,0.44,0.45,-8.02,-14.55,-5.06,0,1,0,0,0,Cansado
0.79,0.43,0.63,28.44,-12.56,17.05,0,1,1,1,0,Neutro
0.75,0.08,0.14,-13.49,5.74,26.37,0,0,0,0,0,Estressado
0.81,0.95,0.92,17.72,-25.14,22.77,0,0,1,1,1,Triste
0.23,0.7,0.91,-14.23,-2.98,8.55,1,1,0,0,1,Estressado
0.31,0.39,0.53,2.43,-14.16,-13.81,0,1,0,1,1,Cansado
0.38,0.35,0.37,25.86,-28.59,-11.26,1,0,0,1,0,Neutro
0.31,0.56,0.88,16.36,-0.66,22.98,1,0,1,1,1,Cansado
0.04,0.18,0.33,2.0,-26.08,4.48,0,1,1,0,1,Estressado
0.78,0.61,0.75,-5.26,-22.45,10.3,1,0,0,1,1,Cansado
